time,low,high,open,close,volume
1637020800,4108.0,4564.98,4564.34,4209.5,309826.45957038
1636934400,4541.0,4770.0,4626.61,4565.06,121693.76091856
1636848000,4516.05,4695.07,4644.43,4627.03,96933.07064437
1636761600,4586.8,4708.6,4667.79,4644.44,76568.33646209
1636675200,4508.42,4809.27,4721.07,4667.34,160383.45748095
1636588800,4578.05,4783.05,4632.23,4721.87,112248.30258781
1636502400,4460.0,4867.81,4731.58,4632.22,249949.62441734
1636416000,4697.9,4842.54,4811.89,4731.59,154525.60456333
1636329600,4616.5,4825.0,4617.27,4811.9,163884.29350308
1636243200,4506.99,4639.8,4523.73,4617.02,85312.85613745
1636156800,4329.21,4534.43,4479.47,4523.16,107961.55343832
1636070400,4446.01,4574.0,4537.14,4479.47,142403.14739608
1635984000,4423.01,4610.24,4606.07,4537.15,182872.96131449
1635897600,4456.0,4671.0,4594.27,4606.07,213935.75674438
1635811200,4287.32,4604.99,4322.89,4595.01,217839.79309642
1635724800,4151.0,4385.16,4290.31,4322.89,165298.66872401
1635638400,4168.1,4395.99,4325.55,4290.16,148206.08981334
1635552000,4236.99,4435.0,4421.23,4324.67,123410.59442713
1635465600,4266.91,4461.96,4288.25,4421.23,257148.94601167
1635379200,3889.05,4299.0,3925.26,4288.26,257149.82955488
1635292800,3911.0,4314.63,4132.19,3923.94,279555.38152718
1635206400,4091.31,4297.0,4221.16,4131.47,169619.87486465
1635120000,4069.22,4236.27,4082.09,4220.93,145753.84102089
1635033600,3962.05,4188.42,4168.53,4082.64,126731.47064484
1634947200,3935.92,4172.04,3971.89,4168.56,109253.57167984
1634860800,3885.25,4169.72,4053.97,3971.55,187484.20093549
1634774400,4010.22,4374.95,4161.83,4053.9,286201.83773073
1634688000,3829.59,4169.0,3878.35,4161.94,235728.75520251
1634601600,3700.0,3890.36,3745.13,3878.17,154012.15326702
1634515200,3676.35,3894.7,3847.38,3745.48,187448.53280815
1634428800,3643.0,3919.0,3829.7,3847.18,134515.91092357
1634342400,3802.0,3968.49,3869.73,3829.66,130674.36831436
1634256000,3734.44,3900.0,3791.06,3869.73,204682.20802319
1634169600,3588.55,3828.84,3608.43,3791.66,216569.69208772
1634083200,3412.45,3614.48,3490.17,3608.21,158955.26821205
1633996800,3403.51,3549.0,3542.2,3490.61,176617.45185163
1633910400,3373.45,3625.0,3414.75,3542.37,142525.70987846
1633824000,3406.44,3605.49,3575.2,3415.0,112835.1020128
1633737600,3538.61,3634.13,3563.96,3575.83,88782.58533301
1633651200,3535.0,3670.0,3588.83,3563.96,146564.44707403
1633564800,3471.52,3655.02,3576.45,3588.51,195554.94828114
1633478400,3342.16,3632.44,3517.26,3575.85,219116.78797009
1633392000,3365.34,3547.88,3386.9,3515.3,163084.66881477
1633305600,3269.67,3438.91,3419.63,3387.2,163829.62677831
1633219200,3343.36,3489.18,3388.67,3420.07,124271.04864619
1633132800,3258.94,3469.95,3311.2,3387.82,144778.38450029
1633046400,2967.41,3337.15,3001.14,3311.16,201035.51345113
1632960000,2836.21,3048.58,2849.71,3000.46,169873.45079422
1632873600,2781.99,2950.6,2805.64,2850.14,177979.48195163
1632787200,2782.6,2971.16,2926.27,2805.65,186331.02775653
1632700800,2925.0,3168.03,3059.92,2925.27,172472.29785812
1632614400,2741.34,3117.48,2923.91,3060.71,168746.48142334
1632528000,2800.01,2968.85,2930.59,2924.01,145561.52444175
1632441600,2735.0,3160.48,3154.42,2930.61,365024.83204626
1632355200,3035.83,3182.34,3078.42,3154.62,166485.49300907
1632268800,2738.24,3090.83,2765.33,3078.43,271497.54590784
1632182400,2651.0,3104.82,2976.36,2765.69,441567.8736938
1632096000,2911.81,3346.58,3328.7,2976.48,434236.7826118
1632009600,3278.0,3457.22,3436.59,3328.59,93362.31450909
1631923200,3369.53,3543.0,3400.0,3436.31,129386.37129349
1631836800,3350.06,3595.0,3568.77,3400.0,164813.94731616
1631750400,3482.97,3675.92,3615.68,3568.66,193709.08937556
1631664000,3359.96,3621.15,3436.29,3615.65,157550.50123984
1631577600,3270.74,3439.15,3285.66,3436.29,152957.54148077
1631491200,3111.14,3430.0,3403.81,3286.2,215497.91819641
1631404800,3231.75,3472.99,3266.97,3403.75,133979.51978513
1631318400,3199.88,3349.43,3209.29,3266.77,133373.86127026
1631232000,3142.67,3514.37,3424.32,3209.82,271075.68986114
1631145600,3393.17,3568.59,3499.54,3424.95,244244.24892658
1631059200,3216.0,3562.98,3436.75,3500.34,352658.69072643
1630972800,3009.0,3948.0,3928.72,3436.96,482489.77503547
1630886400,3868.0,3973.27,3951.68,3928.89,111675.62991707
1630800000,3835.7,3982.64,3887.58,3952.17,101339.56157838
1630713600,3834.57,3970.0,3940.06,3887.53,130047.41569531
1630627200,3710.59,4030.35,3788.2,3940.06,284766.1603865
1630540800,3722.65,3838.28,3829.29,3787.97,206168.93909873
1630454400,3384.24,3843.12,3430.0,3829.39,306568.70086335
1630368000,3190.56,3486.8,3229.02,3430.23,320212.11999266
1630281600,3145.45,3349.0,3226.45,3229.01,219625.56218696
1630195200,3153.75,3287.73,3247.99,3226.46,89119.39624772
1630108800,3212.01,3290.51,3275.32,3247.99,72183.42536015
1630022400,3050.0,3283.26,3092.71,3274.67,168913.62309989
1629936000,3056.0,3251.05,3228.51,3093.2,140286.63490594
1629849600,3079.92,3249.0,3170.94,3228.51,138830.69124351
1629763200,3133.45,3360.0,3322.76,3171.52,162665.07930976
1629676800,3233.19,3378.6,3241.41,3323.12,170976.09020067
1629590400,3128.82,3275.0,3226.38,3241.42,98417.87656735
1629504000,3206.96,3311.0,3286.82,3226.73,108432.72740463
1629417600,3178.65,3300.0,3184.32,3286.58,173202.49961989
1629331200,2960.0,3187.48,3014.38,3184.21,161902.28879318
1629244800,2951.0,3126.51,3011.77,3014.38,193245.63285215
1629158400,2992.15,3293.15,3146.6,3011.01,246541.89921532
1629072000,3135.0,3341.47,3311.02,3146.6,177756.89052157
1628985600,3112.96,3323.54,3266.52,3310.93,162311.47927523
1628899200,3206.96,3333.0,3324.51,3266.52,118892.50906903
1628812800,3034.52,3330.0,3047.21,3324.51,190905.3520745
1628726400,2980.0,3239.69,3162.16,3047.21,243214.90148817
1628640000,3122.22,3275.0,3142.18,3162.61,194586.91786387
1628553600,3051.0,3235.1,3162.33,3142.09,223500.03188943
1628467200,2892.5,3190.0,3014.12,3162.34,315853.32665056
1628380800,2948.76,3191.99,3163.09,3014.13,244654.45876056
1628294400,2866.58,3173.72,2892.83,3163.09,299359.36243726
1628208000,2721.0,2949.21,2829.49,2892.98,283374.42059615
1628121600,2530.69,2845.0,2724.71,2829.35,326176.98753449
1628035200,2455.94,2771.42,2508.16,2724.71,250129.62895073
1627948800,2445.58,2633.0,2608.12,2508.31,237814.06443089
1627862400,2503.7,2666.36,2555.99,2608.12,234264.49105555
1627776000,2511.5,2699.0,2533.54,2555.43,260742.0604239
1627689600,2422.31,2555.0,2463.88,2533.74,134549.11974341
1627603200,2317.51,2474.82,2383.47,2463.9,222140.744211
1627516800,2267.78,2399.99,2300.76,2383.32,172925.7166805
1627430400,2245.1,2347.88,2300.28,2300.42,205833.21106135
1627344000,2152.0,2321.0,2228.71,2300.59,253782.97390467
1627257600,2172.99,2437.99,2192.38,2228.26,427763.06726806
1627171200,2108.08,2197.05,2186.76,2193.03,129013.98912781
1627084800,2107.13,2200.0,2125.82,2185.95,151102.52474975
1626998400,1995.0,2131.51,2024.75,2125.81,177278.18951605
1626912000,1948.68,2046.74,1996.21,2024.75,196355.49626351
1626825600,1754.27,2033.16,1786.51,1996.18,263702.46075895
1626739200,1718.41,1840.79,1818.45,1786.46,278984.79921803
1626652800,1805.47,1918.65,1891.46,1818.44,191611.5191467
1626566400,1878.67,1994.4,1899.75,1891.46,124679.10845278
1626480000,1847.0,1919.0,1877.22,1899.75,113724.29716977
1626393600,1850.15,1965.35,1918.99,1877.22,184221.68200937
1626307200,1880.0,2039.99,1994.12,1918.07,229477.74435019
1626220800,1865.5,2019.9,1940.34,1994.11,195351.53451543
1626134400,1917.4,2047.72,2030.74,1940.76,217891.77262081
1626048000,2002.0,2169.0,2141.45,2030.72,174561.37955667
1625961600,2081.51,2173.37,2110.56,2140.82,89340.97126887
1625875200,2075.0,2192.98,2147.38,2110.55,116594.48589325
1625788800,2050.0,2189.28,2116.3,2147.38,190883.32617917
1625702400,2084.0,2325.46,2317.64,2116.95,223830.00371273
1625616000,2294.16,2411.19,2322.2,2316.82,159702.0440841
1625529600,2195.02,2350.0,2197.34,2321.84,165693.46720418
1625443200,2160.0,2324.44,2323.27,2197.34,156103.9362224
1625356800,2190.56,2389.22,2227.46,2323.15,126325.73621254
1625270400,2113.18,2239.69,2156.0,2226.95,98666.79185779
1625184000,2017.07,2159.43,2107.75,2156.0,192127.19122379
1625097600,2072.06,2277.44,2276.74,2107.01,240720.57482006
1625011200,2089.16,2288.0,2165.64,2276.72,254873.14574192
1624924800,2074.53,2247.03,2083.99,2166.18,215702.68781407
1624838400,1957.24,2143.67,1984.84,2083.79,278261.98240028
1624752000,1807.89,1988.62,1829.0,1984.71,177413.91064922
1624665600,1717.41,1851.97,1809.07,1829.17,238207.16665611
1624579200,1792.0,2019.39,1988.81,1809.07,370739.74744615
1624492800,1884.77,2035.39,1968.36,1988.81,208623.5990145
1624406400,1823.97,2045.0,1881.24,1968.37,287217.09052056
1624320000,1700.0,1996.67,1885.49,1881.65,620163.37396399
1624233600,1864.5,2259.1,2242.89,1885.67,598655.07269099
1624147200,2042.5,2275.78,2165.13,2242.9,231871.91509491
1624060800,2162.72,2279.0,2234.8,2164.72,162828.91242019
1623974400,2125.12,2377.8,2373.33,2234.47,273328.22658507
1623888000,2306.35,2459.53,2368.24,2373.33,153637.62400874
1623801600,2351.01,2555.0,2543.57,2367.73,178257.28803783
1623715200,2506.23,2640.0,2582.45,2543.58,168529.3479128
1623628800,2461.63,2609.02,2510.22,2582.86,169626.35302782
1623542400,2309.67,2550.0,2371.85,2510.23,172712.48563163
1623456000,2257.07,2452.58,2355.11,2371.49,177293.96771257
1623369600,2322.16,2499.34,2471.59,2355.27,189880.6813896
1623283200,2428.16,2625.0,2611.4,2471.59,181679.49879048
1623196800,2406.33,2628.16,2509.1,2611.27,291643.03769418
1623110400,2306.52,2621.91,2592.47,2509.11,451505.06172677
1623024000,2575.0,2849.15,2710.97,2592.47,267934.37140931
1622937600,2615.0,2745.36,2629.45,2710.97,122420.16649011
1622851200,2552.18,2816.92,2691.13,2629.75,228143.70836692
1622764800,2554.39,2859.85,2856.73,2690.68,294466.9594428
1622678400,2663.02,2890.0,2706.87,2856.68,254235.89167581
1622592000,2552.28,2803.0,2634.46,2706.64,268753.93459884
1622505600,2527.88,2748.0,2707.87,2634.42,341435.04494495
1622419200,2275.22,2720.0,2387.65,2707.12,400639.23849696
1622332800,2182.2,2480.69,2280.78,2387.66,388966.15183724
1622246400,2207.74,2574.86,2413.28,2280.72,496783.55299687
1622160000,2329.2,2762.91,2745.25,2413.81,657497.5191979
1622073600,2639.32,2893.96,2889.43,2745.51,380707.48775302
1621987200,2647.21,2913.68,2707.75,2889.84,532990.73904717
1621900800,2383.39,2768.0,2651.57,2707.56,725633.89598362
1621900800,2383.39,2768.0,2651.57,2707.56,725633.89598362
1621814400,2072.15,2678.25,2100.07,2651.24,860939.09041545
1621728000,1728.0,2382.0,2296.68,2099.58,1045012.76021567
1621641600,2156.0,2486.29,2434.86,2297.19,665111.58789821
1621555200,2105.0,2950.0,2775.06,2434.86,936011.86609611
1621468800,2156.0,2999.99,2443.91,2775.07,1050830.69730324
1621382400,1860.0,3444.96,3376.98,2443.91,1664158.9063247
1621296000,3241.06,3567.4,3283.32,3375.96,443596.42566946
1621209600,3101.0,3590.0,3584.79,3283.32,681492.46445778
1621123200,3334.88,3878.23,3648.16,3585.62,496714.18827206
1621036800,3632.0,4138.0,4080.51,3649.54,332664.12210277
1620950400,3695.0,4177.77,3719.22,4080.51,344804.82454669
1620864000,3525.62,4055.62,3826.37,3719.23,812296.19058095
1620777600,3700.0,4384.43,4179.77,3826.37,617506.79293758
1620691200,3760.0,4183.25,3949.45,4179.76,371785.21687275
1620604800,3650.01,4213.85,3928.41,3949.45,591122.82046763
1620518400,3726.29,3984.0,3917.26,3928.44,303199.06513222
1620432000,3455.0,3962.44,3484.69,3917.26,329490.02398979
1620345600,3356.69,3595.07,3492.33,3484.7,305837.39644288
1620259200,3381.11,3610.91,3529.96,3492.75,368967.13672979
1620172800,3201.33,3550.0,3239.61,3529.97,466260.19811275
1620086400,3166.12,3534.5,3433.99,3240.01,713308.42978124
1620000000,2952.08,3457.75,2952.21,3433.99,552087.28112543
1619913600,2855.29,2986.0,2948.92,2952.09,158755.45128689
1619827200,2757.28,2955.9,2776.76,2948.92,219121.32332416
1619740800,2727.0,2800.0,2758.92,2776.45,203784.33868508
1619654400,2672.0,2800.0,2751.56,2758.92,289566.94008224
1619568000,2551.0,2762.59,2667.86,2751.59,388997.91493036
1619481600,2484.56,2683.0,2533.99,2667.86,276539.98979416
1619395200,2306.03,2542.04,2322.43,2534.0,310905.02678021
1619308800,2166.0,2358.22,2216.18,2322.16,253708.11161981
1619222400,2158.36,2371.18,2369.8,2216.72,220990.83137577
1619136000,2040.0,2442.29,2399.21,2370.05,644161.18986279
1619049600,2304.0,2646.2,2357.74,2399.99,584078.8877022
1618963200,2237.02,2471.72,2332.18,2357.21,305022.6790685
1618876800,2054.25,2349.5,2163.69,2332.6,312215.54603767
1618790400,2050.0,2282.6,2241.67,2163.82,269095.50575273
1618704000,2000.0,2341.0,2319.11,2241.46,484164.17039406
1618617600,2305.55,2497.84,2426.64,2318.7,184015.29039346
1618531200,2305.0,2548.0,2517.03,2426.64,305993.48077725
1618444800,2401.25,2546.82,2432.16,2517.03,218658.15563428
1618358400,2283.26,2446.91,2300.01,2432.54,322816.09722215
1618272000,2135.9,2317.3,2138.02,2299.92,230007.9920857
1618185600,2102.55,2199.11,2150.54,2138.03,127578.86243868
1618099200,2112.58,2163.18,2133.07,2150.54,83861.37599123
1618012800,2057.2,2195.0,2066.5,2133.08,172198.2806936
1617926400,2048.41,2100.0,2081.29,2066.03,116343.17660276
1617840000,1949.34,2084.54,1964.69,2081.29,134740.59760903
1617753600,1929.69,2128.99,2113.55,1964.23,297887.0746854
1617667200,2046.08,2151.0,2107.45,2113.0,195664.36827122
1617580800,2003.1,2131.27,2076.31,2106.98,150633.34725495
1617494400,1980.0,2093.07,2008.97,2076.36,117506.19033922
1617408000,2000.0,2139.33,2134.38,2009.25,198152.20897275
1617321600,1948.67,2145.0,1968.74,2134.68,273307.72019019
1617235200,1886.11,1982.21,1919.99,1968.38,206220.44426132
1617148800,1771.94,1948.0,1841.03,1920.0,263472.22513295
1617062400,1785.77,1860.0,1815.73,1841.16,151376.69947985
1616976000,1675.28,1841.88,1686.92,1815.73,203102.37426045
1616889600,1662.0,1725.71,1713.96,1686.92,95999.89882024
1616803200,1666.4,1732.85,1699.97,1713.88,110263.21715736
1616716800,1586.81,1700.7,1587.01,1700.1,175253.6705026
1616630400,1548.69,1622.27,1581.97,1587.08,286235.84724682
1616544000,1545.77,1740.91,1668.37,1581.79,278130.15826272
1616457600,1651.58,1723.61,1681.4,1668.09,212509.86225776
1616371200,1657.17,1806.39,1784.11,1681.02,200417.24791012
1616284800,1748.25,1818.86,1806.04,1784.0,121647.31152544
1616198400,1800.55,1869.0,1808.95,1806.47,111937.33021974
1616112000,1734.29,1840.69,1776.4,1809.38,144695.63348271
1616025600,1758.4,1850.0,1824.45,1776.4,190138.5330396
1615939200,1742.0,1841.13,1805.7,1824.74,192527.7769105
1615852800,1706.25,1819.2,1794.08,1806.03,183635.76254277
1615766400,1734.87,1893.75,1848.56,1795.07,283178.47343009
1615680000,1836.61,1931.97,1921.76,1848.9,153591.2699543
1615593600,1728.3,1944.0,1766.76,1921.61,242511.38585835
1615507200,1721.15,1841.96,1826.53,1767.79,236995.37958528
1615420800,1725.0,1847.0,1795.55,1827.04,210929.2155979
1615334400,1756.29,1879.0,1871.93,1795.37,284059.53415917
1615248000,1800.0,1872.26,1834.88,1871.99,225203.26521323
1615161600,1664.08,1843.99,1727.95,1834.58,310581.14494936
1615075200,1631.07,1735.0,1651.75,1728.22,210732.49738587
1614988800,1512.45,1673.02,1528.82,1651.83,248888.00355718
1614902400,1442.32,1551.19,1539.53,1528.82,324961.01226774
1614816000,1504.06,1625.0,1568.4,1539.69,231528.48274717
1614729600,1476.72,1657.91,1488.34,1567.86,233779.70945241
1614643200,1455.86,1605.89,1571.87,1488.34,240668.58113618
1614556800,1412.61,1574.28,1421.8,1571.82,313413.589566
1614470400,1292.76,1469.96,1460.49,1422.02,460805.82144299
1614384000,1420.0,1526.82,1445.09,1460.57,231399.55692715
1614297600,1400.01,1564.11,1482.05,1445.18,380775.95904184
1614211200,1458.5,1672.49,1625.27,1482.62,335391.64228393
1614124800,1500.28,1714.0,1577.84,1625.3,440088.38004088
1614038400,1356.0,1783.22,1778.33,1577.83,1013355.39743643
1613952000,1507.34,1938.95,1935.67,1778.66,665395.31208108
1613865600,1885.0,1976.72,1915.01,1935.57,159669.07872776
1613779200,1811.25,2041.42,1957.9,1915.46,419107.37348279
1613692800,1890.0,1974.98,1939.64,1957.68,247118.43154671
1613606400,1851.47,1950.3,1851.9,1939.64,279501.81066288
1613520000,1733.87,1857.61,1782.14,1852.0,224624.79625355
1613433600,1725.0,1825.0,1780.59,1781.97,209801.29066471
1613347200,1659.93,1836.0,1803.25,1779.62,320429.97588848
1613260800,1785.07,1852.47,1817.85,1803.75,172443.99258151
1613174400,1766.15,1877.88,1844.78,1818.01,222718.507164
1613088000,1741.29,1868.9,1787.33,1845.0,324522.83669583
1613001600,1704.23,1819.0,1742.51,1787.32,263018.46640028
1612915200,1680.0,1839.0,1771.91,1742.93,368565.10934926
1612828800,1710.01,1824.23,1752.98,1772.16,345860.43376582
1612742400,1565.98,1780.0,1615.51,1752.98,454314.62328634
1612656000,1493.28,1695.38,1679.76,1615.32,416691.917484
1612569600,1646.7,1745.25,1721.06,1679.77,330440.89591973
1612483200,1589.17,1763.93,1597.34,1721.06,414535.83691975
1612396800,1556.0,1699.0,1668.71,1597.55,531943.12791716
1612310400,1509.48,1672.21,1513.85,1668.72,492422.63736011
1612224000,1360.27,1549.0,1374.55,1513.67,596570.35740844
1612137600,1271.31,1378.02,1313.95,1374.6,282549.58638538
1612051200,1283.0,1382.0,1380.0,1313.94,216853.04918505
1611964800,1327.0,1408.97,1380.04,1380.0,283799.50273321
1611878400,1286.56,1442.88,1333.61,1379.87,629545.82992845
1611792000,1220.08,1363.27,1240.62,1333.19,361803.16655087
1611705600,1206.05,1375.91,1367.97,1240.96,546037.67685749
1611619200,1245.0,1378.12,1317.98,1367.98,484756.90659865
1611532800,1293.65,1477.3,1394.04,1317.97,627535.52793717
1611446400,1221.66,1401.92,1234.47,1394.0,434746.40508943
1611360000,1196.74,1272.0,1233.42,1234.55,269855.02080844
1611273600,1039.62,1275.99,1110.61,1233.6,758560.99547401
1611187200,1081.0,1390.0,1377.15,1110.62,789194.34468025
1611100800,1234.01,1408.5,1367.7,1376.88,596370.07168489
1611014400,1252.01,1440.0,1258.55,1368.04,709702.99933138
1610928000,1181.9,1261.0,1232.6,1258.48,287749.94730348
1610841600,1165.78,1268.83,1227.76,1232.99,295103.60231119
1610755200,1152.3,1294.0,1169.04,1227.14,422140.39314774
1610668800,1065.0,1255.59,1231.59,1168.1,578841.8829192
1610582400,1087.05,1246.99,1130.79,1231.32,438467.28987015
1610496000,980.0,1137.75,1050.46,1130.8,504920.57439418
1610409600,1006.83,1150.0,1088.55,1049.79,656376.70350396
1610323200,905.0,1260.24,1255.1,1088.79,1556217.07756248
1610236800,1153.0,1350.88,1281.25,1255.13,670103.5931583
1610150400,1172.86,1310.0,1217.31,1281.45,434123.02634182
1610064000,1063.18,1275.0,1227.55,1217.35,781425.78426996
1609977600,1140.0,1291.94,1212.68,1227.34,661416.03292889
1609891200,1058.32,1215.98,1103.71,1212.02,821084.91284462
1609804800,975.0,1136.93,1042.24,1103.73,858495.88816745
1609718400,886.33,1168.99,980.44,1042.38,1103882.9026854
1609632000,770.0,1015.14,775.29,980.44,858743.81908511
1609545600,715.22,789.21,730.97,775.3,368899.31941969
1609459200,717.1,750.0,737.89,730.99,198060.44209411
1609372800,724.0,755.9,752.87,737.67,217610.26070386
1609286400,717.0,759.0,731.79,752.86,238441.21767564
1609200000,688.0,739.66,729.65,731.76,295088.40177823
1609113600,680.9,747.0,684.11,729.7,397946.53045409
1609027200,625.01,714.99,636.85,684.12,436385.25431205
1608940800,615.22,652.7,626.71,636.52,195895.6773533
1608854400,604.26,633.97,612.25,626.75,158871.75321373
1608768000,565.61,614.99,585.37,612.27,213890.61477265
1608681600,551.45,638.75,636.73,585.11,328147.46529268
1608595200,587.54,638.5,608.07,636.82,207333.55726725
1608508800,596.9,648.35,638.19,608.07,267136.10267039
1608422400,621.46,661.4,658.8,638.4,164504.33582055
1608336000,646.54,672.06,654.66,658.96,186815.55508677
1608249600,629.59,664.46,643.26,654.66,177136.01903836
1608163200,626.79,677.05,637.91,643.37,430253.08270837
1608076800,581.21,639.58,589.08,637.98,261818.28860235
1607990400,579.15,597.04,586.4,589.08,95567.38638129
1607904000,575.58,591.71,590.45,586.39,103488.31631148
1607817600,563.79,595.21,568.64,590.75,105159.23425191
1607731200,543.22,574.33,544.51,568.64,101618.14658727
1607644800,535.5,560.62,559.33,544.23,173696.26025699
1607558400,547.83,575.62,573.26,559.45,117320.21056794
1607472000,530.32,578.67,554.8,573.38,246145.836363
1607385600,548.12,595.47,591.53,554.79,173888.79056355
1607299200,584.54,603.4,601.97,591.47,79196.58540342
1607212800,583.31,607.46,597.29,601.95,101652.72670304
1607126400,561.15,597.88,567.76,597.29,95956.77136123
1607040000,566.0,620.56,616.46,567.6,195480.70629191
1606953600,586.11,624.57,597.03,616.65,168346.30401374
1606867200,575.08,604.96,585.87,597.35,136242.16440789
1606780800,563.01,636.53,617.0,586.03,373179.79775575
1606694400,571.11,617.0,576.9,617.0,313418.9868296
1606608000,531.0,577.55,537.97,576.76,139940.81576302
1606521600,505.01,548.83,519.04,538.11,166450.43752162
1606435200,493.51,531.41,520.35,519.07,199205.09175665
1606348800,480.08,577.0,569.19,520.34,614152.35686943
1606262400,554.0,606.49,605.45,568.79,255508.1788265
1606176000,587.25,623.22,609.26,605.45,387478.59472708
1606089600,550.0,611.43,560.78,609.26,444789.07944749
1606003200,511.16,581.8,553.06,560.82,403902.15612966
1605916800,502.82,554.28,510.6,553.07,287728.12781004
1605830400,471.07,514.73,471.92,510.43,296509.77452923
1605744000,465.18,480.99,479.0,471.92,131594.48266392
1605657600,456.5,495.68,482.75,478.96,296492.09128068
1605571200,460.05,485.0,460.87,482.68,196041.73514216
1605484800,445.91,466.21,448.6,460.85,112980.26100088
1605398400,439.77,463.24,461.21,448.58,89217.75628557
1605312000,452.17,478.0,477.15,461.16,114594.78378366
1605225600,457.64,478.31,462.91,477.14,134796.05936368
1605139200,452.07,470.56,463.75,462.98,180116.97555794
1605052800,449.95,476.8,450.89,463.79,195694.06578762
1604966400,439.36,455.51,444.84,450.89,132863.6764641
1604880000,433.83,460.0,454.61,444.81,171387.94473541
1604793600,432.65,460.57,435.59,454.61,111199.12192081
1604707200,423.0,468.98,456.69,435.73,297289.78479728
1604620800,415.57,458.92,417.29,456.65,357787.28499666
1604534400,396.43,421.25,403.19,417.17,248936.20591844
1604448000,376.64,409.0,388.33,403.18,214751.18285099
1604361600,370.5,390.35,383.33,388.32,105339.73002582
1604275200,378.36,404.57,396.91,383.33,128275.51088227
1604188800,385.09,397.65,386.72,396.91,49385.47176829
1604102400,380.76,394.0,382.77,386.74,76755.21020838
1604016000,373.4,392.16,387.49,382.77,107710.17276225
1603929600,380.75,394.0,388.59,387.6,104421.73544657
1603843200,380.5,409.52,404.56,388.63,128255.13819075
1603756800,390.35,411.77,393.07,404.55,108903.27558482
1603670400,382.21,411.47,406.32,393.12,129676.34185848
1603584000,402.92,417.86,412.58,406.46,53762.84086586
