Date,Open,High,Low,Close,Volume
2021-01-20 16:00,34199.0,34735.0,33384.0,34709.0,15027793.829
2021-01-20 17:00,34709.0,35028.0,34558.0,34843.0,2873342.4392
2021-01-20 18:00,34843.0,35245.0,34775.0,35244.0,2879084.8662
2021-01-20 19:00,35244.0,35330.0,34858.0,35217.0,3800776.6435
2021-01-20 20:00,35217.0,35342.0,34752.0,34966.0,3525537.8078
2021-01-20 21:00,34966.0,35102.0,34495.0,34902.0,1991749.5869
2021-01-20 22:00,34902.0,35110.0,34774.0,34970.0,722247.0742
2021-01-20 23:00,34970.0,35671.0,34836.0,35480.0,4444272.4437
2021-01-21 00:00,35480.0,35614.0,35091.0,35306.0,3930704.2478
2021-01-21 01:00,35306.0,35376.0,34669.0,34792.0,4560000.3688
2021-01-21 02:00,34792.0,34835.0,34395.0,34578.0,4145664.6735
2021-01-21 03:00,34581.0,34840.0,34234.0,34589.0,4837735.1512
2021-01-21 04:00,34589.0,34922.0,34140.0,34230.0,5669554.7767
2021-01-21 05:00,34230.0,34609.0,33954.0,34550.0,5490636.7369
2021-01-21 06:00,34550.0,34787.0,34490.0,34645.0,2087913.5077
2021-01-21 07:00,34646.0,35003.0,34550.0,34608.0,3224140.5411
2021-01-21 08:00,34608.0,34652.0,33155.0,33213.0,6654565.8355
2021-01-21 09:00,33213.0,33452.0,32510.0,32847.0,10345276.6876
2021-01-21 10:00,32847.0,33043.0,31963.0,32810.0,8220129.8439
2021-01-21 11:00,32810.0,32976.0,32138.0,32180.0,6581060.8089
2021-01-21 12:00,32180.0,32680.0,31254.0,32473.0,20917523.295
2021-01-21 13:00,32473.0,32777.0,32197.0,32291.0,5610051.9965
2021-01-21 14:00,32291.0,32445.0,30988.0,31136.0,12779426.2569
2021-01-21 15:00,31136.0,32022.0,31014.0,31345.0,6912529.2101
2021-01-21 16:00,31345.0,32158.0,30988.0,31023.0,11929106.478
2021-01-21 17:00,31023.0,31962.0,30955.0,31877.0,7446592.8669
2021-01-21 18:00,31877.0,32072.0,31408.0,31734.0,6852444.2351
2021-01-21 19:00,31734.0,32714.0,31588.0,32459.0,8633241.8854
2021-01-21 20:00,32459.0,32533.0,31859.0,31886.0,2170314.9557
2021-01-21 21:00,31886.0,32122.0,31184.0,31196.0,3549785.6129
2021-01-21 22:00,31196.0,31225.0,30030.0,30872.0,14238116.2169
2021-01-21 23:00,30867.0,31500.0,30610.0,30848.0,6871043.2181
2021-01-22 00:00,30848.0,30848.0,29150.0,29489.0,14918337.12475
2021-01-22 01:00,29489.0,30216.0,28820.0,30068.0,12210555.95505
2021-01-22 02:00,30068.0,30835.0,29799.0,30719.0,9197088.225
2021-01-22 03:00,30719.0,31030.0,30302.0,30975.0,5776729.8282
2021-01-22 04:00,30975.0,31422.0,30786.0,30936.0,5330836.4468
2021-01-22 05:00,30936.0,31920.0,30721.0,31831.0,7548665.7134
2021-01-22 06:00,31831.0,32079.0,31520.0,31557.0,4408306.8233
2021-01-22 07:00,31557.0,31863.0,30596.0,30800.0,5520404.2781
2021-01-22 08:00,30800.0,31620.0,30473.0,31518.0,6257133.1102
2021-01-22 09:00,31518.0,31787.0,31228.0,31411.0,4454248.6806
2021-01-22 10:00,31409.0,31724.0,31061.0,31387.0,4534602.1545
2021-01-22 11:00,31387.0,31999.0,31377.0,31724.0,3708498.9532
2021-01-22 12:00,31724.0,31999.0,31375.0,31564.0,3928782.4982
2021-01-22 13:00,31564.0,32338.0,31381.0,32181.0,4638808.363
2021-01-22 14:00,32181.0,32588.0,32179.0,32558.0,3767146.4605
2021-01-22 15:00,32558.0,32789.0,32331.0,32512.0,4391146.1649
2021-01-22 16:00,32513.0,32652.0,32016.0,32415.0,3869981.5466
